"StateFIPS","State","CensusTract","Census Tract","Year","Value","Data Comment","95% Confidence Interval","Confidence Interval Low","Confidence Interval High",
"24","Maryland","24031700817","Montgomery County, MD - 24031700817","2020","10.0%","","(8.8% - 11.4%)","8.8%","11.4%",
"24","Maryland","24031700818","Montgomery County, MD - 24031700818","2020","17.6%","","(15.3% - 20.1%)","15.3%","20.1%",
"24","Maryland","24031700819","Montgomery County, MD - 24031700819","2020","13.1%","","(11.4% - 15.0%)","11.4%","15.0%",
"24","Maryland","24031700820","Montgomery County, MD - 24031700820","2020","15.1%","","(12.7% - 17.9%)","12.7%","17.9%",
"24","Maryland","24031700822","Montgomery County, MD - 24031700822","2020","17.0%","","(14.7% - 19.3%)","14.7%","19.3%",
"24","Maryland","24031700823","Montgomery County, MD - 24031700823","2020","9.3%","","(7.7% - 11.4%)","7.7%","11.4%",
"24","Maryland","24031700824","Montgomery County, MD - 24031700824","2020","7.2%","","(5.9% - 8.7%)","5.9%","8.7%",
"24","Maryland","24031700826","Montgomery County, MD - 24031700826","2020","6.2%","","(5.3% - 7.3%)","5.3%","7.3%",
"24","Maryland","24031700828","Montgomery County, MD - 24031700828","2020","6.8%","","(5.4% - 8.6%)","5.4%","8.6%",
"24","Maryland","24031700829","Montgomery County, MD - 24031700829","2020","8.6%","","(7.1% - 10.4%)","7.1%","10.4%",
"24","Maryland","24031700830","Montgomery County, MD - 24031700830","2020","14.2%","","(12.2% - 16.6%)","12.2%","16.6%",
"24","Maryland","24031700832","Montgomery County, MD - 24031700832","2020","20.3%","","(17.5% - 23.1%)","17.5%","23.1%",
"24","Maryland","24031700833","Montgomery County, MD - 24031700833","2020","14.8%","","(12.9% - 16.7%)","12.9%","16.7%",
"24","Maryland","24031700834","Montgomery County, MD - 24031700834","2020","16.2%","","(14.0% - 18.6%)","14.0%","18.6%",
"24","Maryland","24031700835","Montgomery County, MD - 24031700835","2020","11.0%","","(9.4% - 12.7%)","9.4%","12.7%",
"24","Maryland","24031700901","Montgomery County, MD - 24031700901","2020","9.8%","","(8.2% - 11.9%)","8.2%","11.9%",
"24","Maryland","24031700902","Montgomery County, MD - 24031700902","2020","17.2%","","(14.6% - 19.9%)","14.6%","19.9%",
"24","Maryland","24031700903","Montgomery County, MD - 24031700903","2020","16.7%","","(14.9% - 18.6%)","14.9%","18.6%",
"24","Maryland","24031700904","Montgomery County, MD - 24031700904","2020","13.2%","","(10.9% - 16.1%)","10.9%","16.1%",
"24","Maryland","24031700905","Montgomery County, MD - 24031700905","2020","8.1%","","(6.7% - 10.5%)","6.7%","10.5%",
"24","Maryland","24031701001","Montgomery County, MD - 24031701001","2020","8.8%","","(7.7% - 10.1%)","7.7%","10.1%",
"24","Maryland","24031701002","Montgomery County, MD - 24031701002","2020","6.8%","","(5.6% - 8.3%)","5.6%","8.3%",
"24","Maryland","24031701004","Montgomery County, MD - 24031701004","2020","8.4%","","(7.0% - 10.3%)","7.0%","10.3%",
"24","Maryland","24031701005","Montgomery County, MD - 24031701005","2020","7.9%","","(6.6% - 9.6%)","6.6%","9.6%",
"24","Maryland","24031701006","Montgomery County, MD - 24031701006","2020","6.4%","","(5.6% - 7.5%)","5.6%","7.5%",
"24","Maryland","24031701007","Montgomery County, MD - 24031701007","2020","7.6%","","(6.6% - 8.9%)","6.6%","8.9%",
"24","Maryland","24031701101","Montgomery County, MD - 24031701101","2020","15.7%","","(13.2% - 18.2%)","13.2%","18.2%",
"24","Maryland","24031701102","Montgomery County, MD - 24031701102","2020","18.3%","","(15.4% - 21.5%)","15.4%","21.5%",
"24","Maryland","24031701201","Montgomery County, MD - 24031701201","2020","13.4%","","(11.5% - 15.4%)","11.5%","15.4%",
"24","Maryland","24031701202","Montgomery County, MD - 24031701202","2020","5.9%","","(5.1% - 6.8%)","5.1%","6.8%",
"24","Maryland","24031701205","Montgomery County, MD - 24031701205","2020","6.3%","","(5.2% - 7.9%)","5.2%","7.9%",
"24","Maryland","24031701206","Montgomery County, MD - 24031701206","2020","6.5%","","(5.5% - 7.8%)","5.5%","7.8%",
"24","Maryland","24031701210","Montgomery County, MD - 24031701210","2020","6.1%","","(5.0% - 7.7%)","5.0%","7.7%",
"24","Maryland","24031701211","Montgomery County, MD - 24031701211","2020","9.3%","","(8.3% - 10.6%)","8.3%","10.6%",
"24","Maryland","24031701212","Montgomery County, MD - 24031701212","2020","7.7%","","(6.6% - 9.1%)","6.6%","9.1%",
"24","Maryland","24031701213","Montgomery County, MD - 24031701213","2020","7.0%","","(6.0% - 8.4%)","6.0%","8.4%",
"24","Maryland","24031701214","Montgomery County, MD - 24031701214","2020","7.8%","","(6.7% - 9.5%)","6.7%","9.5%",
"24","Maryland","24031701215","Montgomery County, MD - 24031701215","2020","7.8%","","(6.7% - 9.2%)","6.7%","9.2%",
"24","Maryland","24031701216","Montgomery County, MD - 24031701216","2020","9.3%","","(7.6% - 11.5%)","7.6%","11.5%",
"24","Maryland","24031701218","Montgomery County, MD - 24031701218","2020","11.0%","","(8.8% - 13.9%)","8.8%","13.9%",
"24","Maryland","24031701219","Montgomery County, MD - 24031701219","2020","15.9%","","(13.9% - 18.1%)","13.9%","18.1%",
"24","Maryland","24031701220","Montgomery County, MD - 24031701220","2020","6.4%","","(5.4% - 7.6%)","5.4%","7.6%",
"24","Maryland","24031701221","Montgomery County, MD - 24031701221","2020","7.7%","","(6.2% - 9.5%)","6.2%","9.5%",
"24","Maryland","24031701303","Montgomery County, MD - 24031701303","2020","6.4%","","(5.3% - 8.0%)","5.3%","8.0%",
"24","Maryland","24031701304","Montgomery County, MD - 24031701304","2020","8.2%","","(7.0% - 9.6%)","7.0%","9.6%",
"24","Maryland","24031701306","Montgomery County, MD - 24031701306","2020","7.2%","","(6.2% - 8.5%)","6.2%","8.5%",
"24","Maryland","24031701307","Montgomery County, MD - 24031701307","2020","8.0%","","(6.9% - 9.4%)","6.9%","9.4%",
"24","Maryland","24031701308","Montgomery County, MD - 24031701308","2020","8.0%","","(6.9% - 9.2%)","6.9%","9.2%",
"24","Maryland","24031701312","Montgomery County, MD - 24031701312","2020","8.3%","","(6.8% - 10.2%)","6.8%","10.2%",
"24","Maryland","24031701313","Montgomery County, MD - 24031701313","2020","9.2%","","(7.6% - 11.0%)","7.6%","11.0%",
"24","Maryland","24031701314","Montgomery County, MD - 24031701314","2020","8.6%","","(7.5% - 10.0%)","7.5%","10.0%",
"24","Maryland","24031701315","Montgomery County, MD - 24031701315","2020","8.9%","","(7.6% - 10.5%)","7.6%","10.5%",
"24","Maryland","24031701316","Montgomery County, MD - 24031701316","2020","8.2%","","(7.6% - 9.0%)","7.6%","9.0%",
"24","Maryland","24031701317","Montgomery County, MD - 24031701317","2020","8.4%","","(6.9% - 10.2%)","6.9%","10.2%",
"24","Maryland","24031701407","Montgomery County, MD - 24031701407","2020","8.7%","","(7.4% - 10.2%)","7.4%","10.2%",
"24","Maryland","24031701408","Montgomery County, MD - 24031701408","2020","10.1%","","(8.9% - 11.4%)","8.9%","11.4%",
"24","Maryland","24031701409","Montgomery County, MD - 24031701409","2020","9.4%","","(8.4% - 10.5%)","8.4%","10.5%",
"24","Maryland","24031701410","Montgomery County, MD - 24031701410","2020","11.9%","","(10.2% - 13.9%)","10.2%","13.9%",
"24","Maryland","24031701414","Montgomery County, MD - 24031701414","2020","12.3%","","(10.6% - 14.0%)","10.6%","14.0%",
"24","Maryland","24031701415","Montgomery County, MD - 24031701415","2020","11.3%","","(10.2% - 12.4%)","10.2%","12.4%",
"24","Maryland","24031701417","Montgomery County, MD - 24031701417","2020","12.5%","","(10.9% - 14.2%)","10.9%","14.2%",
"24","Maryland","24031701418","Montgomery County, MD - 24031701418","2020","11.6%","","(9.8% - 13.8%)","9.8%","13.8%",
"24","Maryland","24031701420","Montgomery County, MD - 24031701420","2020","11.3%","","(9.9% - 13.0%)","9.9%","13.0%",
"24","Maryland","24031701421","Montgomery County, MD - 24031701421","2020","13.5%","","(11.7% - 15.6%)","11.7%","15.6%",
"24","Maryland","24031701422","Montgomery County, MD - 24031701422","2020","13.7%","","(11.5% - 15.8%)","11.5%","15.8%",
"24","Maryland","24031701423","Montgomery County, MD - 24031701423","2020","13.3%","","(11.8% - 15.1%)","11.8%","15.1%",
"24","Maryland","24031701503","Montgomery County, MD - 24031701503","2020","12.2%","","(10.6% - 14.0%)","10.6%","14.0%",
"24","Maryland","24031701505","Montgomery County, MD - 24031701505","2020","13.9%","","(12.2% - 15.7%)","12.2%","15.7%",
"24","Maryland","24031701506","Montgomery County, MD - 24031701506","2020","8.8%","","(7.8% - 9.9%)","7.8%","9.9%",
"24","Maryland","24031701507","Montgomery County, MD - 24031701507","2020","9.5%","","(8.3% - 11.1%)","8.3%","11.1%",
"24","Maryland","24031701508","Montgomery County, MD - 24031701508","2020","14.8%","","(12.3% - 17.7%)","12.3%","17.7%",
"24","Maryland","24031701509","Montgomery County, MD - 24031701509","2020","20.3%","","(17.5% - 23.1%)","17.5%","23.1%",
"24","Maryland","24031701601","Montgomery County, MD - 24031701601","2020","20.6%","","(17.7% - 23.7%)","17.7%","23.7%",
"24","Maryland","24031701602","Montgomery County, MD - 24031701602","2020","28.6%","","(24.0% - 33.2%)","24.0%","33.2%",
"24","Maryland","24031701701","Montgomery County, MD - 24031701701","2020","9.3%","","(7.4% - 11.7%)","7.4%","11.7%",
"24","Maryland","24031701702","Montgomery County, MD - 24031701702","2020","14.7%","","(12.3% - 17.7%)","12.3%","17.7%",
"24","Maryland","24031701703","Montgomery County, MD - 24031701703","2020","12.7%","","(10.8% - 14.8%)","10.8%","14.8%",
"24","Maryland","24031701704","Montgomery County, MD - 24031701704","2020","11.5%","","(9.5% - 13.8%)","9.5%","13.8%",
"24","Maryland","24031701800","Montgomery County, MD - 24031701800","2020","11.1%","","(9.4% - 13.2%)","9.4%","13.2%",
"24","Maryland","24031701900","Montgomery County, MD - 24031701900","2020","23.2%","","(19.3% - 27.4%)","19.3%","27.4%",
"24","Maryland","24031702000","Montgomery County, MD - 24031702000","2020","31.5%","","(27.7% - 35.0%)","27.7%","35.0%",
"24","Maryland","24031702101","Montgomery County, MD - 24031702101","2020","22.4%","","(20.2% - 24.8%)","20.2%","24.8%",
"24","Maryland","24031702102","Montgomery County, MD - 24031702102","2020","7.8%","","(6.1% - 9.8%)","6.1%","9.8%",
"24","Maryland","24031702200","Montgomery County, MD - 24031702200","2020","10.2%","","(8.5% - 12.3%)","8.5%","12.3%",
"24","Maryland","24031702301","Montgomery County, MD - 24031702301","2020","21.3%","","(17.8% - 25.6%)","17.8%","25.6%",
"24","Maryland","24031702302","Montgomery County, MD - 24031702302","2020","12.7%","","(10.6% - 14.9%)","10.6%","14.9%",
"24","Maryland","24031702401","Montgomery County, MD - 24031702401","2020","7.7%","","(6.6% - 9.2%)","6.6%","9.2%",
"24","Maryland","24031702402","Montgomery County, MD - 24031702402","2020","10.6%","","(8.8% - 12.9%)","8.8%","12.9%",
"24","Maryland","24031702500","Montgomery County, MD - 24031702500","2020","10.3%","","(8.7% - 12.3%)","8.7%","12.3%",
"24","Maryland","24031702601","Montgomery County, MD - 24031702601","2020","10.1%","","(8.5% - 12.5%)","8.5%","12.5%",
"24","Maryland","24031702602","Montgomery County, MD - 24031702602","2020","10.5%","","(8.7% - 12.8%)","8.7%","12.8%",
"24","Maryland","24031702700","Montgomery County, MD - 24031702700","2020","14.7%","","(12.6% - 16.9%)","12.6%","16.9%",
"24","Maryland","24031702800","Montgomery County, MD - 24031702800","2020","8.5%","","(7.0% - 10.3%)","7.0%","10.3%",
"24","Maryland","24031702900","Montgomery County, MD - 24031702900","2020","6.3%","","(5.4% - 7.7%)","5.4%","7.7%",
"24","Maryland","24031703000","Montgomery County, MD - 24031703000","2020","8.7%","","(7.2% - 10.5%)","7.2%","10.5%",
"24","Maryland","24031703100","Montgomery County, MD - 24031703100","2020","14.0%","","(11.6% - 16.5%)","11.6%","16.5%",
"24","Maryland","24031703201","Montgomery County, MD - 24031703201","2020","13.9%","","(11.7% - 16.4%)","11.7%","16.4%",
"24","Maryland","24031703202","Montgomery County, MD - 24031703202","2020","8.9%","","(7.5% - 10.8%)","7.5%","10.8%",
"24","Maryland","24031703206","Montgomery County, MD - 24031703206","2020","13.3%","","(11.4% - 15.2%)","11.4%","15.2%",
"24","Maryland","24031703207","Montgomery County, MD - 24031703207","2020","22.5%","","(18.9% - 26.2%)","18.9%","26.2%",
"24","Maryland","24031703208","Montgomery County, MD - 24031703208","2020","9.9%","","(8.2% - 11.9%)","8.2%","11.9%",
"24","Maryland","24031703209","Montgomery County, MD - 24031703209","2020","13.2%","","(11.3% - 15.3%)","11.3%","15.3%",
"24","Maryland","24031703210","Montgomery County, MD - 24031703210","2020","11.8%","","(10.0% - 13.9%)","10.0%","13.9%",
"24","Maryland","24031703212","Montgomery County, MD - 24031703212","2020","13.5%","","(11.7% - 15.4%)","11.7%","15.4%",
"24","Maryland","24031703213","Montgomery County, MD - 24031703213","2020","21.8%","","(19.0% - 24.9%)","19.0%","24.9%",
"24","Maryland","24031703214","Montgomery County, MD - 24031703214","2020","22.8%","","(19.8% - 25.8%)","19.8%","25.8%",
"24","Maryland","24031703215","Montgomery County, MD - 24031703215","2020","15.1%","","(12.9% - 17.4%)","12.9%","17.4%",
"24","Maryland","24031703216","Montgomery County, MD - 24031703216","2020","12.2%","","(10.5% - 14.1%)","10.5%","14.1%",
"24","Maryland","24031703218","Montgomery County, MD - 24031703218","2020","6.7%","","(5.0% - 9.5%)","5.0%","9.5%",
"24","Maryland","24031703219","Montgomery County, MD - 24031703219","2020","7.5%","","(5.6% - 10.6%)","5.6%","10.6%",
"24","Maryland","24031703220","Montgomery County, MD - 24031703220","2020","15.0%","","(13.1% - 17.2%)","13.1%","17.2%",
"24","Maryland","24031703221","Montgomery County, MD - 24031703221","2020","11.7%","","(10.1% - 13.5%)","10.1%","13.5%",
"24","Maryland","24031703301","Montgomery County, MD - 24031703301","2020","21.6%","","(17.8% - 25.3%)","17.8%","25.3%",
"24","Maryland","24031703302","Montgomery County, MD - 24031703302","2020","20.9%","","(18.0% - 23.8%)","18.0%","23.8%",
"24","Maryland","24031703401","Montgomery County, MD - 24031703401","2020","21.9%","","(18.9% - 25.2%)","18.9%","25.2%",
"24","Maryland","24031703402","Montgomery County, MD - 24031703402","2020","20.7%","","(17.3% - 24.4%)","17.3%","24.4%",
"24","Maryland","24031703403","Montgomery County, MD - 24031703403","2020","21.1%","","(17.7% - 24.7%)","17.7%","24.7%",
"24","Maryland","24031703404","Montgomery County, MD - 24031703404","2020","26.9%","","(22.6% - 31.0%)","22.6%","31.0%",
"24","Maryland","24031703501","Montgomery County, MD - 24031703501","2020","22.3%","","(19.6% - 25.5%)","19.6%","25.5%",
"24","Maryland","24031703502","Montgomery County, MD - 24031703502","2020","9.6%","","(8.4% - 11.2%)","8.4%","11.2%",
"24","Maryland","24031703601","Montgomery County, MD - 24031703601","2020","12.9%","","(11.5% - 14.5%)","11.5%","14.5%",
"24","Maryland","24031703602","Montgomery County, MD - 24031703602","2020","9.1%","","(7.7% - 10.8%)","7.7%","10.8%",
"24","Maryland","24031703701","Montgomery County, MD - 24031703701","2020","26.7%","","(22.9% - 30.9%)","22.9%","30.9%",
"24","Maryland","24031703702","Montgomery County, MD - 24031703702","2020","19.0%","","(16.1% - 22.1%)","16.1%","22.1%",
"24","Maryland","24031703800","Montgomery County, MD - 24031703800","2020","12.1%","","(10.5% - 14.1%)","10.5%","14.1%",
"24","Maryland","24031703901","Montgomery County, MD - 24031703901","2020","9.1%","","(7.9% - 10.8%)","7.9%","10.8%",
"24","Maryland","24031703902","Montgomery County, MD - 24031703902","2020","15.9%","","(13.5% - 18.4%)","13.5%","18.4%",
"24","Maryland","24031704000","Montgomery County, MD - 24031704000","2020","13.8%","","(11.7% - 16.1%)","11.7%","16.1%",
"24","Maryland","24031704100","Montgomery County, MD - 24031704100","2020","6.3%","","(5.2% - 7.9%)","5.2%","7.9%",
"24","Maryland","24031704200","Montgomery County, MD - 24031704200","2020","7.6%","","(6.1% - 9.6%)","6.1%","9.6%",
"24","Maryland","24031704300","Montgomery County, MD - 24031704300","2020","6.2%","","(5.2% - 7.6%)","5.2%","7.6%",
"24","Maryland","24031704401","Montgomery County, MD - 24031704401","2020","7.2%","","(5.8% - 8.8%)","5.8%","8.8%",
"24","Maryland","24031704403","Montgomery County, MD - 24031704403","2020","7.5%","","(6.1% - 9.7%)","6.1%","9.7%",
"24","Maryland","24031704404","Montgomery County, MD - 24031704404","2020","6.8%","","(5.7% - 8.3%)","5.7%","8.3%",
"24","Maryland","24031704501","Montgomery County, MD - 24031704501","2020","6.9%","","(5.9% - 8.2%)","5.9%","8.2%",
"24","Maryland","24031704502","Montgomery County, MD - 24031704502","2020","5.6%","","(4.7% - 6.9%)","4.7%","6.9%",
"24","Maryland","24031704503","Montgomery County, MD - 24031704503","2020","7.2%","","(5.4% - 9.8%)","5.4%","9.8%",
"24","Maryland","24031704600","Montgomery County, MD - 24031704600","2020","6.2%","","(5.3% - 7.5%)","5.3%","7.5%",
"24","Maryland","24031704700","Montgomery County, MD - 24031704700","2020","5.3%","","(4.4% - 6.9%)","4.4%","6.9%",
"24","Maryland","24031704803","Montgomery County, MD - 24031704803","2020","7.7%","","(6.6% - 9.5%)","6.6%","9.5%",
"24","Maryland","24031704804","Montgomery County, MD - 24031704804","2020","6.4%","","(5.5% - 8.0%)","5.5%","8.0%",
"24","Maryland","24031704805","Montgomery County, MD - 24031704805","2020","6.9%","","(5.9% - 8.8%)","5.9%","8.8%",
"24","Maryland","24031704806","Montgomery County, MD - 24031704806","2020","7.5%","","(6.1% - 9.9%)","6.1%","9.9%",
"24","Maryland","24031705000","Montgomery County, MD - 24031705000","2020","7.1%","","(6.1% - 8.3%)","6.1%","8.3%",
"24","Maryland","24031705100","Montgomery County, MD - 24031705100","2020","5.6%","","(4.7% - 6.9%)","4.7%","6.9%",
"24","Maryland","24031705200","Montgomery County, MD - 24031705200","2020","5.4%","","(4.3% - 7.1%)","4.3%","7.1%",
"24","Maryland","24031705300","Montgomery County, MD - 24031705300","2020","4.9%","","(4.0% - 6.7%)","4.0%","6.7%",
"24","Maryland","24031705400","Montgomery County, MD - 24031705400","2020","5.1%","","(4.1% - 6.6%)","4.1%","6.6%",
"24","Maryland","24031705501","Montgomery County, MD - 24031705501","2020","6.2%","","(5.6% - 7.1%)","5.6%","7.1%",
"24","Maryland","24031705502","Montgomery County, MD - 24031705502","2020","5.6%","","(4.7% - 7.1%)","4.7%","7.1%",
"24","Maryland","24031705601","Montgomery County, MD - 24031705601","2020","5.7%","","(4.7% - 7.2%)","4.7%","7.2%",
"24","Maryland","24031705602","Montgomery County, MD - 24031705602","2020","7.4%","","(6.3% - 9.1%)","6.3%","9.1%",
"24","Maryland","24031705701","Montgomery County, MD - 24031705701","2020","6.1%","","(5.1% - 7.7%)","5.1%","7.7%",
"24","Maryland","24031705702","Montgomery County, MD - 24031705702","2020","6.0%","","(4.8% - 7.9%)","4.8%","7.9%",
"24","Maryland","24031705800","Montgomery County, MD - 24031705800","2020","5.4%","","(4.7% - 6.5%)","4.7%","6.5%",
"24","Maryland","24031705901","Montgomery County, MD - 24031705901","2020","5.7%","","(4.8% - 7.3%)","4.8%","7.3%",
"24","Maryland","24031705902","Montgomery County, MD - 24031705902","2020","6.0%","","(4.9% - 7.6%)","4.9%","7.6%",
"24","Maryland","24031705903","Montgomery County, MD - 24031705903","2020","5.7%","","(4.7% - 7.4%)","4.7%","7.4%",
"24","Maryland","24031706005","Montgomery County, MD - 24031706005","2020","5.7%","","(4.8% - 7.2%)","4.8%","7.2%",
"24","Maryland","24031706007","Montgomery County, MD - 24031706007","2020","6.0%","","(4.9% - 7.6%)","4.9%","7.6%",
"24","Maryland","24031706008","Montgomery County, MD - 24031706008","2020","6.4%","","(5.2% - 8.0%)","5.2%","8.0%",
"24","Maryland","24031706009","Montgomery County, MD - 24031706009","2020","6.0%","","(5.2% - 7.2%)","5.2%","7.2%",
"24","Maryland","24031706010","Montgomery County, MD - 24031706010","2020","7.7%","","(6.4% - 9.3%)","6.4%","9.3%",
"24","Maryland","24031706011","Montgomery County, MD - 24031706011","2020","5.9%","","(4.8% - 7.4%)","4.8%","7.4%",
"24","Maryland","24031706012","Montgomery County, MD - 24031706012","2020","9.1%","","(7.8% - 10.6%)","7.8%","10.6%",
"24","Maryland","24031706013","Montgomery County, MD - 24031706013","2020","6.1%","","(5.1% - 7.9%)","5.1%","7.9%",
"24","Maryland","24033800102","Prince George's County, MD - 24033800102","2020","13.6%","","(11.5% - 15.9%)","11.5%","15.9%",
"24","Maryland","24033800103","Prince George's County, MD - 24033800103","2020","16.7%","","(14.1% - 19.3%)","14.1%","19.3%",
"24","Maryland","24033800105","Prince George's County, MD - 24033800105","2020","13.3%","","(11.2% - 15.3%)","11.2%","15.3%",
"24","Maryland","24033800106","Prince George's County, MD - 24033800106","2020","10.1%","","(8.4% - 12.1%)","8.4%","12.1%",
"24","Maryland","24033800108","Prince George's County, MD - 24033800108","2020","12.8%","","(11.0% - 14.8%)","11.0%","14.8%",
"24","Maryland","24033800109","Prince George's County, MD - 24033800109","2020","19.5%","","(16.9% - 22.4%)","16.9%","22.4%",
"24","Maryland","24033800203","Prince George's County, MD - 24033800203","2020","10.4%","","(8.8% - 12.4%)","8.8%","12.4%",
"24","Maryland","24033800206","Prince George's County, MD - 24033800206","2020","11.7%","","(9.6% - 14.3%)","9.6%","14.3%",
"24","Maryland","24033800208","Prince George's County, MD - 24033800208","2020","10.5%","","(9.0% - 12.2%)","9.0%","12.2%",
"24","Maryland","24033800209","Prince George's County, MD - 24033800209","2020","19.9%","","(16.9% - 23.5%)","16.9%","23.5%",
"24","Maryland","24033800210","Prince George's County, MD - 24033800210","2020","16.7%","","(13.9% - 20.1%)","13.9%","20.1%",
"24","Maryland","24033800211","Prince George's County, MD - 24033800211","2020","13.4%","","(11.0% - 16.4%)","11.0%","16.4%",
"24","Maryland","24033800212","Prince George's County, MD - 24033800212","2020","10.0%","","(8.4% - 11.6%)","8.4%","11.6%",
"24","Maryland","24033800213","Prince George's County, MD - 24033800213","2020","13.1%","","(10.8% - 15.6%)","10.8%","15.6%",
"24","Maryland","24033800214","Prince George's County, MD - 24033800214","2020","13.9%","","(11.3% - 16.8%)","11.3%","16.8%",
"24","Maryland","24033800215","Prince George's County, MD - 24033800215","2020","11.5%","","(9.8% - 13.5%)","9.8%","13.5%",
"24","Maryland","24033800401","Prince George's County, MD - 24033800401","2020","9.6%","","(8.0% - 11.5%)","8.0%","11.5%",
"24","Maryland","24033800402","Prince George's County, MD - 24033800402","2020","9.8%","","(8.2% - 11.6%)","8.2%","11.6%",
"24","Maryland","24033800403","Prince George's County, MD - 24033800403","2020","9.3%","","(7.9% - 10.9%)","7.9%","10.9%",
"24","Maryland","24033800408","Prince George's County, MD - 24033800408","2020","10.7%","","(9.2% - 12.4%)","9.2%","12.4%",
"24","Maryland","24033800409","Prince George's County, MD - 24033800409","2020","9.7%","","(8.4% - 11.1%)","8.4%","11.1%",
"24","Maryland","24033800410","Prince George's County, MD - 24033800410","2020","10.3%","","(8.7% - 12.9%)","8.7%","12.9%",
"24","Maryland","24033800411","Prince George's County, MD - 24033800411","2020","11.1%","","(9.9% - 12.4%)","9.9%","12.4%",
"24","Maryland","24033800412","Prince George's County, MD - 24033800412","2020","14.1%","","(11.8% - 16.6%)","11.8%","16.6%",
"24","Maryland","24033800413","Prince George's County, MD - 24033800413","2020","12.2%","","(10.0% - 14.8%)","10.0%","14.8%",
"24","Maryland","24033800504","Prince George's County, MD - 24033800504","2020","9.5%","","(8.1% - 11.1%)","8.1%","11.1%",
"24","Maryland","24033800505","Prince George's County, MD - 24033800505","2020","9.1%","","(7.6% - 10.9%)","7.6%","10.9%",
"24","Maryland","24033800507","Prince George's County, MD - 24033800507","2020","9.6%","","(8.4% - 10.9%)","8.4%","10.9%",
"24","Maryland","24033800509","Prince George's County, MD - 24033800509","2020","10.0%","","(8.2% - 11.9%)","8.2%","11.9%",
"24","Maryland","24033800511","Prince George's County, MD - 24033800511","2020","10.2%","","(8.7% - 11.9%)","8.7%","11.9%",
"24","Maryland","24033800513","Prince George's County, MD - 24033800513","2020","8.8%","","(7.7% - 10.0%)","7.7%","10.0%",
"24","Maryland","24033800514","Prince George's County, MD - 24033800514","2020","8.3%","","(6.8% - 10.2%)","6.8%","10.2%",
"24","Maryland","24033800515","Prince George's County, MD - 24033800515","2020","10.2%","","(8.6% - 12.0%)","8.6%","12.0%",
"24","Maryland","24033800516","Prince George's County, MD - 24033800516","2020","10.3%","","(8.7% - 12.3%)","8.7%","12.3%",
"24","Maryland","24033800517","Prince George's County, MD - 24033800517","2020","8.8%","","(7.1% - 11.1%)","7.1%","11.1%",
"24","Maryland","24033800518","Prince George's County, MD - 24033800518","2020","7.7%","","(6.2% - 9.7%)","6.2%","9.7%",
"24","Maryland","24033800519","Prince George's County, MD - 24033800519","2020","11.7%","","(9.8% - 13.9%)","9.8%","13.9%",
"24","Maryland","24033800520","Prince George's County, MD - 24033800520","2020","11.2%","","(8.4% - 14.7%)","8.4%","14.7%",
"24","Maryland","24033800601","Prince George's County, MD - 24033800601","2020","11.9%","","(9.5% - 14.7%)","9.5%","14.7%",
"24","Maryland","24033800604","Prince George's County, MD - 24033800604","2020","13.4%","","(11.1% - 16.3%)","11.1%","16.3%",
"24","Maryland","24033800605","Prince George's County, MD - 24033800605","2020","13.7%","","(10.8% - 17.0%)","10.8%","17.0%",
"24","Maryland","24033800606","Prince George's County, MD - 24033800606","2020","11.7%","","(9.2% - 14.6%)","9.2%","14.6%",
"24","Maryland","24033800607","Prince George's County, MD - 24033800607","2020","10.3%","","(8.5% - 12.3%)","8.5%","12.3%",
"24","Maryland","24033800608","Prince George's County, MD - 24033800608","2020","9.4%","","(7.3% - 11.9%)","7.3%","11.9%",
"24","Maryland","24033800701","Prince George's County, MD - 24033800701","2020","9.8%","","(8.1% - 11.8%)","8.1%","11.8%",
"24","Maryland","24033800704","Prince George's County, MD - 24033800704","2020","10.9%","","(8.8% - 13.1%)","8.8%","13.1%",
"24","Maryland","24033800705","Prince George's County, MD - 24033800705","2020","10.8%","","(8.6% - 13.3%)","8.6%","13.3%",
"24","Maryland","24033800706","Prince George's County, MD - 24033800706","2020","10.8%","","(8.3% - 13.8%)","8.3%","13.8%",
"24","Maryland","24033800707","Prince George's County, MD - 24033800707","2020","11.2%","","(9.0% - 13.8%)","9.0%","13.8%",
"24","Maryland","24033800800","Prince George's County, MD - 24033800800","2020","10.2%","","(9.0% - 11.4%)","9.0%","11.4%",
"24","Maryland","24033800900","Prince George's County, MD - 24033800900","2020","12.3%","","(10.8% - 14.0%)","10.8%","14.0%",
"24","Maryland","24033801003","Prince George's County, MD - 24033801003","2020","11.7%","","(9.9% - 13.8%)","9.9%","13.8%",
"24","Maryland","24033801004","Prince George's County, MD - 24033801004","2020","11.5%","","(9.4% - 13.8%)","9.4%","13.8%",
"24","Maryland","24033801005","Prince George's County, MD - 24033801005","2020","11.0%","","(9.3% - 12.7%)","9.3%","12.7%",
"24","Maryland","24033801006","Prince George's County, MD - 24033801006","2020","12.6%","","(10.4% - 15.1%)","10.4%","15.1%",
"24","Maryland","24033801104","Prince George's County, MD - 24033801104","2020","12.9%","","(11.0% - 15.1%)","11.0%","15.1%",
"24","Maryland","24033801207","Prince George's County, MD - 24033801207","2020","12.1%","","(10.2% - 14.5%)","10.2%","14.5%",
"24","Maryland","24033801208","Prince George's County, MD - 24033801208","2020","11.2%","","(9.2% - 13.6%)","9.2%","13.6%",
